==========
Student ID:6797948
Student name:Antoine EDY
UUID:f83133b9-486f-412c-9ae1-d170fe815305
Experiment time:2024-04-25 15:15:44
==========
==========
Args:Namespace(root='/content', source_names=['veri'], target_names=['veri'], workers=4, split_id=0, height=224, width=224, train_sampler='RandomSampler', random_erase=False, color_jitter=False, color_aug=False, optim='amsgrad', lr=0.0003, weight_decay=0.0005, momentum=0.9, sgd_dampening=0, sgd_nesterov=False, rmsprop_alpha=0.99, adam_beta1=0.9, adam_beta2=0.999, max_epoch=10, start_epoch=0, train_batch_size=64, test_batch_size=100, lr_scheduler='multi_step', stepsize=[20, 40], gamma=0.1, label_smooth=False, margin=0.3, num_instances=4, lambda_xent=1, lambda_htri=1, arch='mobilenet_v3_small', no_pretrained=False, load_weights='', evaluate=False, eval_freq=-1, start_eval=0, test_size=800, query_remove=True, print_freq=10, seed=1, resume='', save_dir='logs/mobilenet_v3_small-veri', use_cpu=False, gpu_devices='0', visualize_ranks=False, use_avai_gpus=False, random_translation=False, random_horizontal=False)
==========
Currently using GPU 0
Initializing image data manager
=> Initializing TRAIN (source) datasets
=> VeRi loaded
Image Dataset statistics:
  ----------------------------------------
  subset   | # ids | # images | # cameras
  ----------------------------------------
  train    |   576 |    37778 |        20
  query    |   200 |     1678 |        19
  gallery  |   200 |    11579 |        19
  ----------------------------------------
=> Initializing TEST (target) datasets
=> VeRi loaded
Image Dataset statistics:
  ----------------------------------------
  subset   | # ids | # images | # cameras
  ----------------------------------------
  train    |   576 |    37778 |        20
  query    |   200 |     1678 |        19
  gallery  |   200 |    11579 |        19
  ----------------------------------------


  **************** Summary ****************
  train names      : ['veri']
  # train datasets : 1
  # train ids      : 576
  # train images   : 37778
  # train cameras  : 20
  test names       : ['veri']
  *****************************************


Initializing model: mobilenet_v3_small
Model size: 0.927 M
=> Start training
Epoch: [2][350/590]	Time 0.084 (0.087)	Data 0.0003 (0.0013)	Xent 1.8690 (2.0960)	Htri 0.2764 (0.1397)	Acc 60.94 (54.68)	
Epoch: [2][360/590]	Time 0.085 (0.087)	Data 0.0004 (0.0013)	Xent 1.4147 (2.0829)	Htri 0.0000 (0.1400)	Acc 70.31 (54.96)	
Epoch: [2][370/590]	Time 0.093 (0.087)	Data 0.0003 (0.0012)	Xent 1.5574 (2.0704)	Htri 0.1984 (0.1408)	Acc 65.62 (55.20)	
Epoch: [2][380/590]	Time 0.099 (0.087)	Data 0.0003 (0.0012)	Xent 1.4348 (2.0588)	Htri 0.1346 (0.1388)	Acc 71.88 (55.43)	
Epoch: [2][390/590]	Time 0.084 (0.087)	Data 0.0003 (0.0012)	Xent 1.7246 (2.0465)	Htri 0.3163 (0.1396)	Acc 54.69 (55.67)	
Epoch: [2][400/590]	Time 0.083 (0.087)	Data 0.0004 (0.0012)	Xent 1.4551 (2.0328)	Htri 0.0337 (0.1393)	Acc 62.50 (55.97)	
Epoch: [2][410/590]	Time 0.084 (0.087)	Data 0.0003 (0.0011)	Xent 1.5907 (2.0213)	Htri 0.2511 (0.1389)	Acc 68.75 (56.22)	
Epoch: [2][420/590]	Time 0.084 (0.087)	Data 0.0002 (0.0011)	Xent 1.4131 (2.0089)	Htri 0.0381 (0.1390)	Acc 70.31 (56.45)	
Epoch: [2][430/590]	Time 0.086 (0.087)	Data 0.0003 (0.0011)	Xent 1.4182 (1.9976)	Htri 0.0436 (0.1371)	Acc 71.88 (56.73)	
Epoch: [2][440/590]	Time 0.093 (0.087)	Data 0.0002 (0.0011)	Xent 1.3957 (1.9843)	Htri 0.0097 (0.1358)	Acc 65.62 (57.01)	
